"set","n","result","instance","D","runtime"
"GBRL",100,9,"100_r0.219_0_geom_3.gin",5,0.7329
"GBRL",100,6,"100_r0.219_0_geom_3.gin",6,0.3624
"GBRL",100,5,"100_r0.219_0_geom_3.gin",7,0.2719
"GBRL",100,4,"100_r0.219_0_geom_3.gin",8,0.2622
"GBRL",100,3,"100_r0.219_0_geom_3.gin",9,0.2339
"GBRL",100,2,"100_r0.219_0_geom_3.gin",10,0.1807
"GBRL",100,50,"100_r0.169_0_geom_10.gin",1,113.7098
"GBRL",100,17,"100_r0.169_0_geom_10.gin",2,2.1714
"GBRL",100,12,"100_r0.169_0_geom_10.gin",3,1.3609
"GBRL",100,8,"100_r0.169_0_geom_10.gin",4,0.5755
"GBRL",100,5,"100_r0.169_0_geom_10.gin",5,0.2702
"GBRL",100,4,"100_r0.169_0_geom_10.gin",6,0.3647
"GBRL",100,3,"100_r0.169_0_geom_10.gin",7,0.3077
"GBRL",100,2,"100_r0.169_0_geom_10.gin",8,0.2186
"GBRL",100,1,"100_r0.169_0_geom_10.gin",9,0.0604
"GBRL",100,1,"100_r0.169_0_geom_10.gin",10,0.0418
"GBRL",100,62,"100_r0.195_0_geom_4.gin",1,720.5388
"GBRL",100,4,"100_r0.195_0_geom_4.gin",2,1.5311
"GBRL",100,3,"100_r0.195_0_geom_4.gin",3,0.6525
"GBRL",100,2,"100_r0.195_0_geom_4.gin",4,0.3981
"GBRL",100,1,"100_r0.195_0_geom_4.gin",5,0.103
"GBRL",100,1,"100_r0.195_0_geom_4.gin",6,0.0922
"GBRL",100,1,"100_r0.195_0_geom_4.gin",7,0.1438
"GBRL",100,1,"100_r0.195_0_geom_4.gin",8,0.1017
"GBRL",100,1,"100_r0.195_0_geom_4.gin",9,0.1114
"GBRL",100,1,"100_r0.195_0_geom_4.gin",10,0.0828
"GBRL",100,20,"100_r0.169_0_geom_2.gin",1,13.275
"GBRL",100,14,"100_r0.169_0_geom_2.gin",2,6.1413
"GBRL",100,9,"100_r0.169_0_geom_2.gin",3,1.6986
"GBRL",100,3,"100_r0.169_0_geom_2.gin",4,0.4618
"GBRL",100,2,"100_r0.169_0_geom_2.gin",5,0.2809
"GBRL",100,1,"100_r0.169_0_geom_2.gin",6,0.0729
"GBRL",100,1,"100_r0.169_0_geom_2.gin",7,0.0704
"GBRL",100,1,"100_r0.169_0_geom_2.gin",8,0.0594
"GBRL",100,1,"100_r0.169_0_geom_2.gin",9,0.0604
"GBRL",100,1,"100_r0.169_0_geom_2.gin",10,0.0651
"GBRL",100,85,"100_r0.195_0_geom_10.gin",1,55.7933
"GBRL",100,77,"100_r0.195_0_geom_10.gin",2,33.9278
"GBRL",100,60,"100_r0.195_0_geom_10.gin",3,11.7909
"GBRL",100,48,"100_r0.195_0_geom_10.gin",4,9.9542
"GBRL",100,29,"100_r0.195_0_geom_10.gin",5,2.5349
"GBRL",100,19,"100_r0.195_0_geom_10.gin",6,1.4191
"GBRL",100,12,"100_r0.195_0_geom_10.gin",7,0.9394
"GBRL",100,9,"100_r0.195_0_geom_10.gin",8,0.2999
"GBRL",100,8,"100_r0.195_0_geom_10.gin",9,0.1959
"GBRL",100,7,"100_r0.195_0_geom_10.gin",10,0.2595
"GBRL",100,85,"100_r0.219_0_geom_1.gin",1,151.863
"GBRL",100,67,"100_r0.219_0_geom_1.gin",2,127.6392
"GBRL",100,31,"100_r0.219_0_geom_1.gin",3,4.5842
"GBRL",100,23,"100_r0.219_0_geom_1.gin",4,2.2621
"GBRL",100,17,"100_r0.219_0_geom_1.gin",5,1.0579
"GBRL",100,15,"100_r0.219_0_geom_1.gin",6,0.9633
"GBRL",100,11,"100_r0.219_0_geom_1.gin",7,0.3306
"GBRL",100,10,"100_r0.219_0_geom_1.gin",8,0.2459
"GBRL",100,9,"100_r0.219_0_geom_1.gin",9,0.2187
"GBRL",100,8,"100_r0.219_0_geom_1.gin",10,0.32
"GBRL",100,33,"100_r0.169_0_geom_8.gin",1,64.3781
"GBRL",100,14,"100_r0.169_0_geom_8.gin",2,4.0932
"GBRL",100,6,"100_r0.169_0_geom_8.gin",3,0.7596
"GBRL",100,4,"100_r0.169_0_geom_8.gin",4,0.3839
"GBRL",100,3,"100_r0.169_0_geom_8.gin",5,0.2669
"GBRL",100,2,"100_r0.169_0_geom_8.gin",6,0.2261
"GBRL",100,1,"100_r0.169_0_geom_8.gin",7,0.0599
"GBRL",100,1,"100_r0.169_0_geom_8.gin",8,0.0503
"GBRL",100,1,"100_r0.169_0_geom_8.gin",9,0.0517
"GBRL",100,1,"100_r0.169_0_geom_8.gin",10,0.0365
"GBRL",100,74,"100_r0.219_0_geom_2.gin",1,47.5484
"GBRL",100,67,"100_r0.219_0_geom_2.gin",2,52.5651
"GBRL",100,54,"100_r0.219_0_geom_2.gin",3,8.8414
"GBRL",100,48,"100_r0.219_0_geom_2.gin",4,6.4162
"GBRL",100,42,"100_r0.219_0_geom_2.gin",5,6.3823
"GBRL",100,33,"100_r0.219_0_geom_2.gin",6,3.5248
"GBRL",100,28,"100_r0.219_0_geom_2.gin",7,2.7732
"GBRL",100,19,"100_r0.219_0_geom_2.gin",8,1.6307
"GBRL",100,15,"100_r0.219_0_geom_2.gin",9,1.1704
"GBRL",100,11,"100_r0.219_0_geom_2.gin",10,1.5676
"GBRL",100,25,"100_r0.195_0_geom_8.gin",1,64.2828
"GBRL",100,5,"100_r0.195_0_geom_8.gin",2,2.752
"GBRL",100,3,"100_r0.195_0_geom_8.gin",3,0.9245
"GBRL",100,2,"100_r0.195_0_geom_8.gin",4,0.4075
"GBRL",100,1,"100_r0.195_0_geom_8.gin",5,0.0973
"GBRL",100,1,"100_r0.195_0_geom_8.gin",6,0.0779
"GBRL",100,1,"100_r0.195_0_geom_8.gin",7,0.0667
"GBRL",100,1,"100_r0.195_0_geom_8.gin",8,0.0579
"GBRL",100,1,"100_r0.195_0_geom_8.gin",9,0.0586
"GBRL",100,1,"100_r0.195_0_geom_8.gin",10,0.037
"GBRL",100,84,"100_r0.195_0_geom_5.gin",1,123.8919
"GBRL",100,50,"100_r0.195_0_geom_5.gin",2,44.9191
"GBRL",100,21,"100_r0.195_0_geom_5.gin",3,5.1404
"GBRL",100,13,"100_r0.195_0_geom_5.gin",4,1.1663
"GBRL",100,10,"100_r0.195_0_geom_5.gin",5,0.324
"GBRL",100,9,"100_r0.195_0_geom_5.gin",6,0.2752
"GBRL",100,8,"100_r0.195_0_geom_5.gin",7,0.232
"GBRL",100,7,"100_r0.195_0_geom_5.gin",8,0.1822
"GBRL",100,6,"100_r0.195_0_geom_5.gin",9,0.2174
"GBRL",100,5,"100_r0.195_0_geom_5.gin",10,0.2526
"GBRL",100,87,"100_r0.219_0_geom_9.gin",1,374.6748
"GBRL",100,64,"100_r0.219_0_geom_9.gin",2,312.8922
"GBRL",100,22,"100_r0.219_0_geom_9.gin",3,44.8708
"GBRL",100,11,"100_r0.219_0_geom_9.gin",4,4.7308
"GBRL",100,4,"100_r0.219_0_geom_9.gin",5,0.403
"GBRL",100,3,"100_r0.219_0_geom_9.gin",6,0.3313
"GBRL",100,2,"100_r0.219_0_geom_9.gin",7,0.2723
"GBRL",100,1,"100_r0.219_0_geom_9.gin",8,0.0785
"GBRL",100,1,"100_r0.219_0_geom_9.gin",9,0.0797
"GBRL",100,1,"100_r0.219_0_geom_9.gin",10,0.063
"GBRL",100,36,"100_r0.195_0_geom_2.gin",1,10.9052
"GBRL",100,28,"100_r0.195_0_geom_2.gin",2,6.0936
"GBRL",100,19,"100_r0.195_0_geom_2.gin",3,4.7456
"GBRL",100,14,"100_r0.195_0_geom_2.gin",4,1.4861
"GBRL",100,11,"100_r0.195_0_geom_2.gin",5,0.5897
"GBRL",100,9,"100_r0.195_0_geom_2.gin",6,0.2797
"GBRL",100,8,"100_r0.195_0_geom_2.gin",7,0.3887
"GBRL",100,7,"100_r0.195_0_geom_2.gin",8,0.2297
"GBRL",100,6,"100_r0.195_0_geom_2.gin",9,0.158
"GBRL",100,5,"100_r0.195_0_geom_2.gin",10,0.1272
"GBRL",100,84,"100_r0.195_0_geom_6.gin",1,81.6083
"GBRL",100,67,"100_r0.195_0_geom_6.gin",2,23.6531
"GBRL",100,50,"100_r0.195_0_geom_6.gin",3,36.4081
"GBRL",100,16,"100_r0.195_0_geom_6.gin",4,2.6574
"GBRL",100,10,"100_r0.195_0_geom_6.gin",5,0.7146
"GBRL",100,8,"100_r0.195_0_geom_6.gin",6,0.4948
"GBRL",100,7,"100_r0.195_0_geom_6.gin",7,0.3655
"GBRL",100,6,"100_r0.195_0_geom_6.gin",8,0.2318
"GBRL",100,5,"100_r0.195_0_geom_6.gin",9,0.1886
"GBRL",100,4,"100_r0.195_0_geom_6.gin",10,0.1515
"GBRL",100,7,"100_r0.169_0_geom_1.gin",1,10.6647
"GBRL",100,3,"100_r0.169_0_geom_1.gin",2,0.9657
"GBRL",100,2,"100_r0.169_0_geom_1.gin",3,0.4815
"GBRL",100,1,"100_r0.169_0_geom_1.gin",4,0.2429
"GBRL",100,1,"100_r0.169_0_geom_1.gin",5,0.1848
"GBRL",100,1,"100_r0.169_0_geom_1.gin",6,0.1194
"GBRL",100,1,"100_r0.169_0_geom_1.gin",7,0.0831
"GBRL",100,1,"100_r0.169_0_geom_1.gin",8,0.0578
"GBRL",100,1,"100_r0.169_0_geom_1.gin",9,0.0585
"GBRL",100,1,"100_r0.169_0_geom_1.gin",10,0.0682
"GBRL",50,29,"50_r0.259_0_geom_4.gin",1,5.4531
"GBRL",50,8,"50_r0.259_0_geom_4.gin",2,0.5827
"GBRL",50,6,"50_r0.259_0_geom_4.gin",3,0.1539
"GBRL",50,5,"50_r0.259_0_geom_4.gin",4,0.0983
"GBRL",50,4,"50_r0.259_0_geom_4.gin",5,0.0724
"GBRL",50,3,"50_r0.259_0_geom_4.gin",6,0.1046
"GBRL",50,2,"50_r0.259_0_geom_4.gin",7,0.0843
"GBRL",50,1,"50_r0.259_0_geom_4.gin",8,0.0325
"GBRL",50,1,"50_r0.259_0_geom_4.gin",9,0.0247
"GBRL",50,1,"50_r0.259_0_geom_4.gin",10,0.0154
"GBRL",50,44,"50_r0.299_0_geom_8.gin",1,2.7984
"GBRL",50,24,"50_r0.299_0_geom_8.gin",2,0.8397
"GBRL",50,14,"50_r0.299_0_geom_8.gin",3,0.2506
"GBRL",50,10,"50_r0.299_0_geom_8.gin",4,0.0994
"GBRL",50,9,"50_r0.299_0_geom_8.gin",5,0.1361
"GBRL",50,8,"50_r0.299_0_geom_8.gin",6,0.1011
"GBRL",50,7,"50_r0.299_0_geom_8.gin",7,0.089
"GBRL",50,6,"50_r0.299_0_geom_8.gin",8,0.0769
"GBRL",50,5,"50_r0.299_0_geom_8.gin",9,0.0535
"GBRL",50,4,"50_r0.299_0_geom_8.gin",10,0.0397
"GBRL",50,9,"50_r0.259_0_geom_7.gin",1,0.5039
"GBRL",50,8,"50_r0.259_0_geom_7.gin",2,0.1827
"GBRL",50,7,"50_r0.259_0_geom_7.gin",3,0.121
"GBRL",50,6,"50_r0.259_0_geom_7.gin",4,0.0783
"GBRL",50,5,"50_r0.259_0_geom_7.gin",5,0.0561
"GBRL",50,4,"50_r0.259_0_geom_7.gin",6,0.0458
"GBRL",50,3,"50_r0.259_0_geom_7.gin",7,0.0598
"GBRL",50,2,"50_r0.259_0_geom_7.gin",8,0.0443
"GBRL",50,1,"50_r0.259_0_geom_7.gin",9,0.018
"GBRL",50,1,"50_r0.259_0_geom_7.gin",10,0.0136
"GBRL",50,43,"50_r0.299_0_geom_2.gin",1,32.9889
"GBRL",50,15,"50_r0.299_0_geom_2.gin",2,4.2425
"GBRL",50,3,"50_r0.299_0_geom_2.gin",3,0.1654
"GBRL",50,2,"50_r0.299_0_geom_2.gin",4,0.2156
"GBRL",50,1,"50_r0.299_0_geom_2.gin",5,0.0489
"GBRL",50,1,"50_r0.299_0_geom_2.gin",6,0.0439
"GBRL",50,1,"50_r0.299_0_geom_2.gin",7,0.0451
"GBRL",50,1,"50_r0.299_0_geom_2.gin",8,0.0314
"GBRL",50,1,"50_r0.299_0_geom_2.gin",9,0.0263
"GBRL",50,1,"50_r0.299_0_geom_2.gin",10,0.0197
"GBRL",50,42,"50_r0.334_0_geom_2.gin",1,3.5504
"GBRL",50,32,"50_r0.334_0_geom_2.gin",2,1.6112
"GBRL",50,19,"50_r0.334_0_geom_2.gin",3,0.7598
"GBRL",50,11,"50_r0.334_0_geom_2.gin",4,0.1839
"GBRL",50,9,"50_r0.334_0_geom_2.gin",5,0.1857
"GBRL",50,6,"50_r0.334_0_geom_2.gin",6,0.0772
"GBRL",50,5,"50_r0.334_0_geom_2.gin",7,0.0557
"GBRL",50,4,"50_r0.334_0_geom_2.gin",8,0.0476
"GBRL",50,3,"50_r0.334_0_geom_2.gin",9,0.0414
"GBRL",50,2,"50_r0.334_0_geom_2.gin",10,0.0267
"GBRL",50,35,"50_r0.299_0_geom_10.gin",1,1.609
"GBRL",50,29,"50_r0.299_0_geom_10.gin",2,1.2407
"GBRL",50,18,"50_r0.299_0_geom_10.gin",3,0.7175
"GBRL",50,10,"50_r0.299_0_geom_10.gin",4,0.291
"GBRL",50,5,"50_r0.299_0_geom_10.gin",5,0.1818
"GBRL",50,4,"50_r0.299_0_geom_10.gin",6,0.1125
"GBRL",50,3,"50_r0.299_0_geom_10.gin",7,0.0855
"GBRL",50,2,"50_r0.299_0_geom_10.gin",8,0.0658
"GBRL",50,1,"50_r0.299_0_geom_10.gin",9,0.0238
"GBRL",50,1,"50_r0.299_0_geom_10.gin",10,0.0185
"GBRL",50,44,"50_r0.299_0_geom_7.gin",1,4.798
"GBRL",50,24,"50_r0.299_0_geom_7.gin",2,2.0283
"GBRL",50,14,"50_r0.299_0_geom_7.gin",3,0.8053
"GBRL",50,8,"50_r0.299_0_geom_7.gin",4,0.3337
"GBRL",50,6,"50_r0.299_0_geom_7.gin",5,0.1367
"GBRL",50,5,"50_r0.299_0_geom_7.gin",6,0.1035
"GBRL",50,4,"50_r0.299_0_geom_7.gin",7,0.1104
"GBRL",50,3,"50_r0.299_0_geom_7.gin",8,0.0948
"GBRL",50,2,"50_r0.299_0_geom_7.gin",9,0.0694
"GBRL",50,1,"50_r0.299_0_geom_7.gin",10,0.0234
"GBRL",50,38,"50_r0.299_0_geom_1.gin",1,1.6641
"GBRL",50,31,"50_r0.299_0_geom_1.gin",2,0.4825
"GBRL",50,25,"50_r0.299_0_geom_1.gin",3,0.2145
"GBRL",50,21,"50_r0.299_0_geom_1.gin",4,0.1811
"GBRL",50,18,"50_r0.299_0_geom_1.gin",5,0.1307
"GBRL",50,15,"50_r0.299_0_geom_1.gin",6,0.0623
"GBRL",50,12,"50_r0.299_0_geom_1.gin",7,0.1838
"GBRL",50,9,"50_r0.299_0_geom_1.gin",8,0.0492
"GBRL",50,8,"50_r0.299_0_geom_1.gin",9,0.0377
"GBRL",50,7,"50_r0.299_0_geom_1.gin",10,0.0348
"GBRL",50,46,"50_r0.334_0_geom_8.gin",1,3.3873
"GBRL",50,37,"50_r0.334_0_geom_8.gin",2,2.2742
"GBRL",50,23,"50_r0.334_0_geom_8.gin",3,0.459
"GBRL",50,17,"50_r0.334_0_geom_8.gin",4,0.7089
"GBRL",50,12,"50_r0.334_0_geom_8.gin",5,0.5187
"GBRL",50,9,"50_r0.334_0_geom_8.gin",6,0.1858
"GBRL",50,8,"50_r0.334_0_geom_8.gin",7,0.1104
"GBRL",50,7,"50_r0.334_0_geom_8.gin",8,0.0937
"GBRL",50,6,"50_r0.334_0_geom_8.gin",9,0.0559
"GBRL",50,5,"50_r0.334_0_geom_8.gin",10,0.045
"GBRL",50,28,"50_r0.259_0_geom_5.gin",1,2.9123
"GBRL",50,9,"50_r0.259_0_geom_5.gin",2,0.6719
"GBRL",50,6,"50_r0.259_0_geom_5.gin",3,0.1769
"GBRL",50,5,"50_r0.259_0_geom_5.gin",4,0.1578
"GBRL",50,4,"50_r0.259_0_geom_5.gin",5,0.1164
"GBRL",50,3,"50_r0.259_0_geom_5.gin",6,0.0951
"GBRL",50,2,"50_r0.259_0_geom_5.gin",7,0.0639
"GBRL",50,1,"50_r0.259_0_geom_5.gin",8,0.0323
"GBRL",50,1,"50_r0.259_0_geom_5.gin",9,0.0241
"GBRL",50,1,"50_r0.259_0_geom_5.gin",10,0.0146
"GBRL",50,35,"50_r0.334_0_geom_9.gin",1,6.539
"GBRL",50,29,"50_r0.334_0_geom_9.gin",2,3.8428
"GBRL",50,23,"50_r0.334_0_geom_9.gin",3,1.7
"GBRL",50,15,"50_r0.334_0_geom_9.gin",4,2.4975
"GBRL",50,5,"50_r0.334_0_geom_9.gin",5,0.3506
"GBRL",50,3,"50_r0.334_0_geom_9.gin",6,0.1344
"GBRL",50,2,"50_r0.334_0_geom_9.gin",7,0.1007
"GBRL",50,1,"50_r0.334_0_geom_9.gin",8,0.0382
"GBRL",50,1,"50_r0.334_0_geom_9.gin",9,0.031
"GBRL",50,1,"50_r0.334_0_geom_9.gin",10,0.0206
"GBRL",50,45,"50_r0.334_0_geom_4.gin",1,4.3148
"GBRL",50,32,"50_r0.334_0_geom_4.gin",2,2.2136
"GBRL",50,18,"50_r0.334_0_geom_4.gin",3,0.3983
"GBRL",50,12,"50_r0.334_0_geom_4.gin",4,0.2446
"GBRL",50,8,"50_r0.334_0_geom_4.gin",5,0.0783
"GBRL",50,7,"50_r0.334_0_geom_4.gin",6,0.0685
"GBRL",50,6,"50_r0.334_0_geom_4.gin",7,0.0571
"GBRL",50,5,"50_r0.334_0_geom_4.gin",8,0.0529
"GBRL",50,4,"50_r0.334_0_geom_4.gin",9,0.0435
"GBRL",50,3,"50_r0.334_0_geom_4.gin",10,0.0268
"GBRL",50,47,"50_r0.334_0_geom_1.gin",1,2.8627
"GBRL",50,37,"50_r0.334_0_geom_1.gin",2,1.4332
"GBRL",50,33,"50_r0.334_0_geom_1.gin",3,0.3763
"GBRL",50,30,"50_r0.334_0_geom_1.gin",4,0.3888
"GBRL",50,24,"50_r0.334_0_geom_1.gin",5,0.3988
"GBRL",50,20,"50_r0.334_0_geom_1.gin",6,0.4222
"GBRL",50,14,"50_r0.334_0_geom_1.gin",7,0.1092
"GBRL",50,10,"50_r0.334_0_geom_1.gin",8,0.1591
"GBRL",50,6,"50_r0.334_0_geom_1.gin",9,0.1915
"GBRL",50,4,"50_r0.334_0_geom_1.gin",10,0.0684
"GBRL",50,29,"50_r0.259_0_geom_9.gin",1,2.2186
"GBRL",50,16,"50_r0.259_0_geom_9.gin",2,0.7894
"GBRL",50,10,"50_r0.259_0_geom_9.gin",3,0.1935
"GBRL",50,8,"50_r0.259_0_geom_9.gin",4,0.0799
"GBRL",50,7,"50_r0.259_0_geom_9.gin",5,0.0597
"GBRL",50,6,"50_r0.259_0_geom_9.gin",6,0.0513
"GBRL",50,5,"50_r0.259_0_geom_9.gin",7,0.049
"GBRL",50,4,"50_r0.259_0_geom_9.gin",8,0.0351
"GBRL",50,3,"50_r0.259_0_geom_9.gin",9,0.0288
"GBRL",50,2,"50_r0.259_0_geom_9.gin",10,0.0217
"GBRL",50,41,"50_r0.299_0_geom_3.gin",1,2.7366
"GBRL",50,31,"50_r0.299_0_geom_3.gin",2,1.0014
"GBRL",50,23,"50_r0.299_0_geom_3.gin",3,0.5668
"GBRL",50,16,"50_r0.299_0_geom_3.gin",4,0.4169
"GBRL",50,12,"50_r0.299_0_geom_3.gin",5,0.2722
"GBRL",50,7,"50_r0.299_0_geom_3.gin",6,0.1002
"GBRL",50,6,"50_r0.299_0_geom_3.gin",7,0.1061
"GBRL",50,5,"50_r0.299_0_geom_3.gin",8,0.0919
"GBRL",50,4,"50_r0.299_0_geom_3.gin",9,0.0777
"GBRL",50,3,"50_r0.299_0_geom_3.gin",10,0.0504
"GBRL",50,45,"50_r0.299_0_geom_5.gin",1,4.2516
"GBRL",50,20,"50_r0.299_0_geom_5.gin",2,0.6605
"GBRL",50,15,"50_r0.299_0_geom_5.gin",3,0.231
"GBRL",50,13,"50_r0.299_0_geom_5.gin",4,0.1422
"GBRL",50,11,"50_r0.299_0_geom_5.gin",5,0.1382
"GBRL",50,9,"50_r0.299_0_geom_5.gin",6,0.0652
"GBRL",50,8,"50_r0.299_0_geom_5.gin",7,0.0505
"GBRL",50,7,"50_r0.299_0_geom_5.gin",8,0.0463
"GBRL",50,6,"50_r0.299_0_geom_5.gin",9,0.032
"GBRL",50,5,"50_r0.299_0_geom_5.gin",10,0.0251
"GBRL",50,47,"50_r0.334_0_geom_3.gin",1,3.5646
"GBRL",50,40,"50_r0.334_0_geom_3.gin",2,1.9024
"GBRL",50,32,"50_r0.334_0_geom_3.gin",3,1.124
"GBRL",50,23,"50_r0.334_0_geom_3.gin",4,0.8398
"GBRL",50,13,"50_r0.334_0_geom_3.gin",5,0.1794
"GBRL",50,7,"50_r0.334_0_geom_3.gin",6,0.2065
"GBRL",50,5,"50_r0.334_0_geom_3.gin",7,0.1196
"GBRL",50,4,"50_r0.334_0_geom_3.gin",8,0.0999
"GBRL",50,3,"50_r0.334_0_geom_3.gin",9,0.0746
"GBRL",50,2,"50_r0.334_0_geom_3.gin",10,0.0545
"GBRL",50,21,"50_r0.259_0_geom_10.gin",1,5.6593
"GBRL",50,3,"50_r0.259_0_geom_10.gin",2,0.208
"GBRL",50,2,"50_r0.259_0_geom_10.gin",3,0.1923
"GBRL",50,1,"50_r0.259_0_geom_10.gin",4,0.0647
"GBRL",50,1,"50_r0.259_0_geom_10.gin",5,0.0426
"GBRL",50,1,"50_r0.259_0_geom_10.gin",6,0.0368
"GBRL",50,1,"50_r0.259_0_geom_10.gin",7,0.0404
"GBRL",50,1,"50_r0.259_0_geom_10.gin",8,0.0245
"GBRL",50,1,"50_r0.259_0_geom_10.gin",9,0.0193
"GBRL",50,1,"50_r0.259_0_geom_10.gin",10,0.0155
"GBRL",50,45,"50_r0.334_0_geom_5.gin",1,1.9399
"GBRL",50,36,"50_r0.334_0_geom_5.gin",2,0.3873
"GBRL",50,31,"50_r0.334_0_geom_5.gin",3,0.2912
"GBRL",50,24,"50_r0.334_0_geom_5.gin",4,0.1737
"GBRL",50,21,"50_r0.334_0_geom_5.gin",5,0.142
"GBRL",50,17,"50_r0.334_0_geom_5.gin",6,0.0538
"GBRL",50,16,"50_r0.334_0_geom_5.gin",7,0.0423
"GBRL",50,15,"50_r0.334_0_geom_5.gin",8,0.0346
"GBRL",50,14,"50_r0.334_0_geom_5.gin",9,0.0272
"GBRL",50,13,"50_r0.334_0_geom_5.gin",10,0.0209
"GBRL",50,2,"50_r0.299_0_geom_4.gin",1,0.4413
"GBRL",50,1,"50_r0.299_0_geom_4.gin",2,0.1866
"GBRL",50,1,"50_r0.299_0_geom_4.gin",3,0.1241
"GBRL",50,1,"50_r0.299_0_geom_4.gin",4,0.1637
"GBRL",50,1,"50_r0.299_0_geom_4.gin",5,0.1157
"GBRL",50,1,"50_r0.299_0_geom_4.gin",6,0.0907
"GBRL",50,1,"50_r0.299_0_geom_4.gin",7,0.0788
"GBRL",50,1,"50_r0.299_0_geom_4.gin",8,0.0613
"GBRL",50,1,"50_r0.299_0_geom_4.gin",9,0.0428
"GBRL",50,1,"50_r0.299_0_geom_4.gin",10,0.0142
"GBRL",50,15,"50_r0.259_0_geom_3.gin",1,3.073
"GBRL",50,5,"50_r0.259_0_geom_3.gin",2,0.29
"GBRL",50,3,"50_r0.259_0_geom_3.gin",3,0.134
"GBRL",50,2,"50_r0.259_0_geom_3.gin",4,0.0745
"GBRL",50,1,"50_r0.259_0_geom_3.gin",5,0.0196
"GBRL",50,1,"50_r0.259_0_geom_3.gin",6,0.0175
"GBRL",50,1,"50_r0.259_0_geom_3.gin",7,0.0128
"GBRL",50,1,"50_r0.259_0_geom_3.gin",8,0.0096
"GBRL",50,1,"50_r0.259_0_geom_3.gin",9,0.0077
"GBRL",50,1,"50_r0.259_0_geom_3.gin",10,0.0065
"GBRL",50,42,"50_r0.299_0_geom_9.gin",1,9.9726
"GBRL",50,19,"50_r0.299_0_geom_9.gin",2,1.9142
"GBRL",50,7,"50_r0.299_0_geom_9.gin",3,0.7241
"GBRL",50,4,"50_r0.299_0_geom_9.gin",4,0.2496
"GBRL",50,3,"50_r0.299_0_geom_9.gin",5,0.1254
"GBRL",50,2,"50_r0.299_0_geom_9.gin",6,0.092
"GBRL",50,1,"50_r0.299_0_geom_9.gin",7,0.0397
"GBRL",50,1,"50_r0.299_0_geom_9.gin",8,0.0293
"GBRL",50,1,"50_r0.299_0_geom_9.gin",9,0.0201
"GBRL",50,1,"50_r0.299_0_geom_9.gin",10,0.015
"GBRL",50,47,"50_r0.334_0_geom_6.gin",1,3.8436
"GBRL",50,42,"50_r0.334_0_geom_6.gin",2,2.5918
"GBRL",50,32,"50_r0.334_0_geom_6.gin",3,1.6728
"GBRL",50,22,"50_r0.334_0_geom_6.gin",4,0.7987
"GBRL",50,8,"50_r0.334_0_geom_6.gin",5,0.1076
"GBRL",50,7,"50_r0.334_0_geom_6.gin",6,0.1215
"GBRL",50,6,"50_r0.334_0_geom_6.gin",7,0.1345
"GBRL",50,5,"50_r0.334_0_geom_6.gin",8,0.1052
"GBRL",50,4,"50_r0.334_0_geom_6.gin",9,0.1013
"GBRL",50,3,"50_r0.334_0_geom_6.gin",10,0.0764
"GBRL",50,24,"50_r0.259_0_geom_1.gin",1,3.1333
"GBRL",50,9,"50_r0.259_0_geom_1.gin",2,0.7491
"GBRL",50,5,"50_r0.259_0_geom_1.gin",3,0.341
"GBRL",50,3,"50_r0.259_0_geom_1.gin",4,0.1311
"GBRL",50,2,"50_r0.259_0_geom_1.gin",5,0.098
"GBRL",50,1,"50_r0.259_0_geom_1.gin",6,0.0335
"GBRL",50,1,"50_r0.259_0_geom_1.gin",7,0.0344
"GBRL",50,1,"50_r0.259_0_geom_1.gin",8,0.0256
"GBRL",50,1,"50_r0.259_0_geom_1.gin",9,0.0205
"GBRL",50,1,"50_r0.259_0_geom_1.gin",10,0.0125
"GBRL",50,39,"50_r0.259_0_geom_2.gin",1,6.6129
"GBRL",50,17,"50_r0.259_0_geom_2.gin",2,1.501
"GBRL",50,6,"50_r0.259_0_geom_2.gin",3,0.4081
"GBRL",50,4,"50_r0.259_0_geom_2.gin",4,0.162
"GBRL",50,3,"50_r0.259_0_geom_2.gin",5,0.0982
"GBRL",50,2,"50_r0.259_0_geom_2.gin",6,0.1105
"GBRL",50,1,"50_r0.259_0_geom_2.gin",7,0.0465
"GBRL",50,1,"50_r0.259_0_geom_2.gin",8,0.0349
"GBRL",50,1,"50_r0.259_0_geom_2.gin",9,0.0283
"GBRL",50,1,"50_r0.259_0_geom_2.gin",10,0.0214
"GBRL",50,38,"50_r0.259_0_geom_6.gin",1,3.9533
"GBRL",50,11,"50_r0.259_0_geom_6.gin",2,0.5723
"GBRL",50,9,"50_r0.259_0_geom_6.gin",3,0.2599
"GBRL",50,5,"50_r0.259_0_geom_6.gin",4,0.0789
"GBRL",50,4,"50_r0.259_0_geom_6.gin",5,0.0659
"GBRL",50,3,"50_r0.259_0_geom_6.gin",6,0.0524
"GBRL",50,2,"50_r0.259_0_geom_6.gin",7,0.0851
"GBRL",50,1,"50_r0.259_0_geom_6.gin",8,0.0318
"GBRL",50,1,"50_r0.259_0_geom_6.gin",9,0.0257
"GBRL",50,1,"50_r0.259_0_geom_6.gin",10,0.0194
"GBRL",50,27,"50_r0.259_0_geom_8.gin",1,3.5452
"GBRL",50,4,"50_r0.259_0_geom_8.gin",2,0.1975
"GBRL",50,3,"50_r0.259_0_geom_8.gin",3,0.1634
"GBRL",50,2,"50_r0.259_0_geom_8.gin",4,0.0736
